ID,Scientific,ScientificPred0,CommonPred0,ProbPred0,ScientificPred1,CommonPred1,ProbPred1,ScientificPred2,CommonPred2,ProbPred2,ScientificPred3,CommonPred3,ProbPred3,ScientificPred4,CommonPred4,ProbPred4
5/30919735,Numenius phaeopus,Numenius phaeopus,Whimbrel,88.45,Numenius arquata,Eurasian Curlew,3.18,Numenius americanus,Long billed Curlew,0.64,Tringa incana,Wandering Tattler,0.27,Gallinago gallinago,Common Snipe,0.24
2/32669402,Tringa nebularia,Tringa nebularia,Common Greenshank,80.51,Tringa melanoleuca,Greater Yellowlegs,6.1,Tringa semipalmata inornatus,willet,3.94,Tringa ochropus,Green Sandpiper,2.7,Tringa semipalmata,Willet,1.38
9/32669399,Tringa nebularia,Tringa nebularia,Common Greenshank,66.85,Tringa melanoleuca,Greater Yellowlegs,11.95,Tringa semipalmata inornatus,willet,5.2,Tringa ochropus,Green Sandpiper,4.76,Tringa semipalmata,Willet,2.85
6/32583836,Tringa nebularia,Tringa nebularia,Common Greenshank,70.19,Tringa melanoleuca,Greater Yellowlegs,7.39,Tringa semipalmata inornatus,willet,2.4,Tringa solitaria,Solitary Sandpiper,2.39,Tringa flavipes,Lesser Yellowlegs,2.06
5/32583835,Tringa nebularia,Tringa nebularia,Common Greenshank,67.2,Tringa melanoleuca,Greater Yellowlegs,14.15,Tringa semipalmata inornatus,willet,3.29,Tringa solitaria,Solitary Sandpiper,2.68,Tringa flavipes,Lesser Yellowlegs,1.97
8/32555378,Tringa nebularia,Tringa nebularia,Common Greenshank,85.4,Calidris alba,Sanderling,1.78,Calidris pusilla,Semipalmated Sandpiper,1.13,Calidris ferruginea,Curlew Sandpiper,1.01,Tringa semipalmata,Willet,0.96
4/32553524,Tringa nebularia,Tringa nebularia,Common Greenshank,58.7,Tringa melanoleuca,Greater Yellowlegs,10.2,Tringa flavipes,Lesser Yellowlegs,6.75,Phalaropus tricolor,Wilson's Phalarope,3.66,Tringa semipalmata inornatus,willet,2.15
0/32540030,Tringa nebularia,Tringa nebularia,Common Greenshank,75.64,Tringa melanoleuca,Greater Yellowlegs,15.38,Tringa semipalmata inornatus,willet,1.79,Tringa semipalmata,Willet,1.42,Tringa flavipes,Lesser Yellowlegs,1.37
9/32540029,Tringa nebularia,Tringa nebularia,Common Greenshank,84.98,Tringa semipalmata inornatus,willet,3.4,Tringa melanoleuca,Greater Yellowlegs,2.9,Tringa ochropus,Green Sandpiper,2.38,Tringa solitaria,Solitary Sandpiper,1.92
8/32540028,Tringa nebularia,Tringa nebularia,Common Greenshank,66.57,Tringa semipalmata inornatus,willet,12.45,Tringa ochropus,Green Sandpiper,5.65,Tringa melanoleuca,Greater Yellowlegs,5.35,Tringa solitaria,Solitary Sandpiper,2.53
1/32427321,Tringa nebularia,Tringa nebularia,Common Greenshank,94.89,Tringa melanoleuca,Greater Yellowlegs,2.38,Tringa solitaria,Solitary Sandpiper,0.43,Tringa glareola,Wood Sandpiper,0.38,Tringa ochropus,Green Sandpiper,0.3
8/32329798,Tringa nebularia,Tringa nebularia,Common Greenshank,58.53,Tringa ochropus,Green Sandpiper,10.46,Tringa semipalmata,Willet,3.81,Calidris alba,Sanderling,2.12,Tringa totanus,Common Redshank,1.94
3/32313293,Tringa nebularia,Tringa nebularia,Common Greenshank,88.25,Tringa ochropus,Green Sandpiper,1.61,Tringa semipalmata inornatus,willet,1.41,Tringa melanoleuca,Greater Yellowlegs,1.38,Tringa semipalmata,Willet,0.84
4/32305964,Tringa nebularia,Tringa melanoleuca,Greater Yellowlegs,31.25,Tringa nebularia,Common Greenshank,29.11,Tringa flavipes,Lesser Yellowlegs,7.45,Himantopus himantopus,Black winged Stilt,7.01,Tringa semipalmata,Willet,3.25
9/32270049,Tringa nebularia,Tringa nebularia,Common Greenshank,79.59,Tringa melanoleuca,Greater Yellowlegs,3.75,Tringa flavipes,Lesser Yellowlegs,1.91,Tringa semipalmata,Willet,1.52,Tringa semipalmata inornatus,willet,1.22
8/32270048,Tringa nebularia,Tringa nebularia,Common Greenshank,7.39,Actitis macularius,Spotted Sandpiper,7.21,Tringa solitaria,Solitary Sandpiper,6.91,Vanellus vanellus,Northern Lapwing,6.18,Tringa semipalmata inornatus,willet,4.64
5/32210775,Tringa nebularia,Tringa nebularia,Common Greenshank,60.31,Tringa melanoleuca,Greater Yellowlegs,13.34,Tringa flavipes,Lesser Yellowlegs,3.3,Tringa semipalmata,Willet,1.8,Tringa solitaria,Solitary Sandpiper,1.53
4/32210774,Tringa nebularia,Tringa nebularia,Common Greenshank,66.82,Tringa melanoleuca,Greater Yellowlegs,12.62,Tringa semipalmata,Willet,3.0,Tringa flavipes,Lesser Yellowlegs,2.75,Tringa solitaria,Solitary Sandpiper,2.0
3/32210773,Tringa nebularia,Tringa nebularia,Common Greenshank,87.16,Tringa melanoleuca,Greater Yellowlegs,2.66,Tringa solitaria,Solitary Sandpiper,0.84,Tringa semipalmata,Willet,0.6,Himantopus himantopus,Black winged Stilt,0.57
8/32204698,Tringa nebularia,Tringa melanoleuca,Greater Yellowlegs,29.84,Phalaropus tricolor,Wilson's Phalarope,7.12,Tringa nebularia,Common Greenshank,6.77,Himantopus mexicanus,Black necked Stilt,5.45,Recurvirostra americana,American Avocet,4.24
4/32125144,Tringa nebularia,Tringa melanoleuca,Greater Yellowlegs,30.52,Tringa nebularia,Common Greenshank,26.18,Tringa flavipes,Lesser Yellowlegs,7.65,Tringa semipalmata inornatus,willet,3.25,Limnodromus scolopaceus,Long billed Dowitcher,2.79
2/32062012,Tringa nebularia,Tringa melanoleuca,Greater Yellowlegs,40.16,Tringa flavipes,Lesser Yellowlegs,17.27,Tringa nebularia,Common Greenshank,8.78,Tringa totanus,Common Redshank,4.29,Actitis macularius,Spotted Sandpiper,2.29
1/32062011,Tringa nebularia,Calidris minutilla,Least Sandpiper,12.75,Tringa melanoleuca,Greater Yellowlegs,8.84,Tringa flavipes,Lesser Yellowlegs,8.25,Limnodromus griseus,Short billed Dowitcher,7.38,Calidris himantopus,Stilt Sandpiper,6.94
0/32062010,Tringa nebularia,Calidris minutilla,Least Sandpiper,17.59,Tringa melanoleuca,Greater Yellowlegs,12.05,Calidris alpina,Dunlin,8.51,Tringa nebularia,Common Greenshank,8.19,Tringa semipalmata inornatus,willet,4.28
0/32057200,Tringa nebularia,Tringa melanoleuca,Greater Yellowlegs,52.78,Tringa nebularia,Common Greenshank,12.07,Tringa solitaria,Solitary Sandpiper,9.32,Tringa flavipes,Lesser Yellowlegs,8.26,Tringa incana,Wandering Tattler,2.85
0/32676030,Tringa ochropus,Tringa solitaria,Solitary Sandpiper,61.94,Tringa ochropus,Green Sandpiper,15.09,Tringa semipalmata inornatus,willet,3.49,Tringa nebularia,Common Greenshank,2.78,Tringa melanoleuca,Greater Yellowlegs,2.55
9/32676029,Tringa ochropus,Tringa ochropus,Green Sandpiper,36.48,Tringa solitaria,Solitary Sandpiper,25.28,Actitis hypoleucos,Common Sandpiper,10.61,Tringa nebularia,Common Greenshank,3.94,Actitis macularius,Spotted Sandpiper,3.77
3/32669773,Tringa ochropus,Tringa ochropus,Green Sandpiper,80.18,Tringa solitaria,Solitary Sandpiper,9.01,Tringa nebularia,Common Greenshank,1.94,Tringa totanus,Common Redshank,1.26,Tringa semipalmata inornatus,willet,1.08
2/32669772,Tringa ochropus,Tringa ochropus,Green Sandpiper,74.74,Tringa solitaria,Solitary Sandpiper,9.35,Actitis hypoleucos,Common Sandpiper,2.59,Tringa nebularia,Common Greenshank,1.71,Tringa semipalmata inornatus,willet,1.67
1/32669771,Tringa ochropus,Tringa ochropus,Green Sandpiper,72.62,Tringa solitaria,Solitary Sandpiper,13.06,Tringa nebularia,Common Greenshank,2.62,Tringa semipalmata inornatus,willet,2.22,Tringa totanus,Common Redshank,1.41
2/32669612,Tringa ochropus,Tringa solitaria,Solitary Sandpiper,48.84,Vanellus vanellus,Northern Lapwing,7.12,Tringa ochropus,Green Sandpiper,4.19,Actitis hypoleucos,Common Sandpiper,3.86,Actitis macularius,Spotted Sandpiper,3.01
4/32664054,Tringa ochropus,Tringa ochropus,Green Sandpiper,59.62,Tringa solitaria,Solitary Sandpiper,25.52,Tringa nebularia,Common Greenshank,1.91,Tringa semipalmata inornatus,willet,1.52,Tringa totanus,Common Redshank,1.42
3/32664053,Tringa ochropus,Tringa ochropus,Green Sandpiper,57.91,Tringa solitaria,Solitary Sandpiper,14.47,Tringa semipalmata inornatus,willet,9.77,Tringa nebularia,Common Greenshank,4.42,Tringa melanoleuca,Greater Yellowlegs,3.01
2/32664052,Tringa ochropus,Tringa ochropus,Green Sandpiper,70.48,Tringa solitaria,Solitary Sandpiper,16.66,Tringa semipalmata inornatus,willet,2.5,Tringa nebularia,Common Greenshank,1.63,Tringa melanoleuca,Greater Yellowlegs,1.0
1/32651381,Tringa ochropus,Tringa ochropus,Green Sandpiper,87.33,Tringa nebularia,Common Greenshank,2.96,Tringa solitaria,Solitary Sandpiper,1.91,Actitis hypoleucos,Common Sandpiper,0.55,Tringa melanoleuca,Greater Yellowlegs,0.45
8/32668848,Tringa ochropus,Gallinula chloropus,Eurasian Moorhen,3.48,Aythya fuligula,Tufted Duck,3.33,Gallinula galeata,Common Gallinule,2.69,Porzana carolina,Sora,2.6,Actitis hypoleucos,Common Sandpiper,2.53
9/32646569,Tringa ochropus,Tringa ochropus,Green Sandpiper,33.58,Tringa melanoleuca,Greater Yellowlegs,8.79,Tringa solitaria,Solitary Sandpiper,8.05,Tringa totanus,Common Redshank,7.54,Tringa semipalmata inornatus,willet,3.91
1/32635101,Tringa ochropus,Tringa ochropus,Green Sandpiper,61.13,Tringa semipalmata,Willet,7.29,Tringa semipalmata inornatus,willet,7.08,Tringa totanus,Common Redshank,4.3,Tringa incana,Wandering Tattler,3.96
5/32649495,Tringa ochropus,Himantopus mexicanus,Black necked Stilt,16.96,Tringa melanoleuca,Greater Yellowlegs,14.53,Himantopus leucocephalus,Pied Stilt,6.8,Tringa solitaria,Solitary Sandpiper,5.49,Tringa semipalmata inornatus,willet,4.19
4/32649494,Tringa ochropus,Tringa solitaria,Solitary Sandpiper,33.77,Tringa semipalmata inornatus,willet,10.8,Tringa ochropus,Green Sandpiper,8.91,Tringa melanoleuca,Greater Yellowlegs,7.45,Actitis hypoleucos,Common Sandpiper,6.68
5/32624765,Tringa ochropus,Tringa ochropus,Green Sandpiper,45.83,Tringa solitaria,Solitary Sandpiper,32.74,Tringa glareola,Wood Sandpiper,2.53,Tringa incana,Wandering Tattler,2.51,Tringa totanus,Common Redshank,1.97
2/32659672,Tringa ochropus,Tringa ochropus,Green Sandpiper,73.12,Tringa solitaria,Solitary Sandpiper,7.16,Tringa nebularia,Common Greenshank,3.66,Tringa semipalmata inornatus,willet,2.73,Actitis hypoleucos,Common Sandpiper,2.45
4/32616784,Tringa ochropus,Tringa solitaria,Solitary Sandpiper,52.95,Tringa ochropus,Green Sandpiper,33.87,Tringa totanus,Common Redshank,2.17,Tringa incana,Wandering Tattler,1.18,Tringa melanoleuca,Greater Yellowlegs,1.05
0/32613420,Tringa ochropus,Himantopus leucocephalus,Pied Stilt,40.95,Himantopus mexicanus,Black necked Stilt,16.21,Himantopus himantopus,Black winged Stilt,9.82,Tringa solitaria,Solitary Sandpiper,4.26,Tringa nebularia,Common Greenshank,1.86
9/32613419,Tringa ochropus,Tringa solitaria,Solitary Sandpiper,60.76,Tringa melanoleuca,Greater Yellowlegs,4.67,Tringa nebularia,Common Greenshank,3.99,Tringa glareola,Wood Sandpiper,2.96,Tringa flavipes,Lesser Yellowlegs,1.92
3/32600153,Tringa ochropus,Tringa semipalmata inornatus,willet,20.29,Tringa melanoleuca,Greater Yellowlegs,19.08,Tringa flavipes,Lesser Yellowlegs,16.81,Himantopus mexicanus,Black necked Stilt,4.95,Tringa semipalmata,Willet,4.32
1/32600151,Tringa ochropus,Tringa melanoleuca,Greater Yellowlegs,32.72,Tringa flavipes,Lesser Yellowlegs,13.78,Tringa semipalmata inornatus,willet,11.41,Tringa solitaria,Solitary Sandpiper,8.24,Tringa glareola,Wood Sandpiper,4.49
9/32588659,Tringa ochropus,Riparia riparia,Bank Swallow,26.73,Tringa ochropus,Green Sandpiper,16.19,Alcedo atthis,Common Kingfisher,2.86,Actitis hypoleucos,Common Sandpiper,2.39,Sterna striata,White fronted Tern,2.1
1/32584181,Tringa ochropus,Actitis hypoleucos,Common Sandpiper,20.8,Tringa solitaria,Solitary Sandpiper,10.84,Tringa ochropus,Green Sandpiper,10.06,Tringa nebularia,Common Greenshank,7.6,Tringa glareola,Wood Sandpiper,5.73
0/31414970,Tringa glareola,Tringa glareola,Wood Sandpiper,54.07,Tringa flavipes,Lesser Yellowlegs,22.41,Tringa melanoleuca,Greater Yellowlegs,5.43,Tringa incana,Wandering Tattler,2.43,Tringa solitaria,Solitary Sandpiper,1.79
9/31414969,Tringa glareola,Tringa glareola,Wood Sandpiper,48.27,Tringa flavipes,Lesser Yellowlegs,22.84,Tringa melanoleuca,Greater Yellowlegs,10.58,Tringa solitaria,Solitary Sandpiper,2.56,Tringa incana,Wandering Tattler,2.48
5/31344065,Tringa glareola,Tringa flavipes,Lesser Yellowlegs,37.65,Tringa glareola,Wood Sandpiper,29.1,Tringa melanoleuca,Greater Yellowlegs,10.6,Tringa incana,Wandering Tattler,2.65,Tringa solitaria,Solitary Sandpiper,2.46
2/31488092,Tringa glareola,Tringa glareola,Wood Sandpiper,82.72,Tringa solitaria,Solitary Sandpiper,2.54,Tringa flavipes,Lesser Yellowlegs,2.23,Calidris melanotos,Pectoral Sandpiper,1.2,Calidris himantopus,Stilt Sandpiper,1.01
5/31294395,Tringa glareola,Tringa glareola,Wood Sandpiper,53.78,Tringa flavipes,Lesser Yellowlegs,19.86,Tringa solitaria,Solitary Sandpiper,6.21,Tringa melanoleuca,Greater Yellowlegs,5.42,Tringa semipalmata inornatus,willet,2.27
2/31255832,Tringa glareola,Tringa glareola,Wood Sandpiper,68.84,Tringa flavipes,Lesser Yellowlegs,6.45,Calidris minutilla,Least Sandpiper,2.51,Calidris himantopus,Stilt Sandpiper,2.14,Tringa solitaria,Solitary Sandpiper,1.88
1/31255831,Tringa glareola,Tringa glareola,Wood Sandpiper,74.33,Tringa flavipes,Lesser Yellowlegs,7.45,Tringa solitaria,Solitary Sandpiper,2.45,Tringa semipalmata inornatus,willet,2.37,Calidris himantopus,Stilt Sandpiper,1.48
0/31239450,Tringa glareola,Tringa glareola,Wood Sandpiper,30.76,Tringa flavipes,Lesser Yellowlegs,25.6,Tringa totanus,Common Redshank,11.34,Tringa melanoleuca,Greater Yellowlegs,3.81,Tringa solitaria,Solitary Sandpiper,3.44
9/31239449,Tringa glareola,Tringa flavipes,Lesser Yellowlegs,21.15,Tringa glareola,Wood Sandpiper,18.83,Tringa solitaria,Solitary Sandpiper,18.3,Tringa melanoleuca,Greater Yellowlegs,11.52,Tringa totanus,Common Redshank,9.45
8/31239448,Tringa glareola,Tringa flavipes,Lesser Yellowlegs,24.32,Tringa melanoleuca,Greater Yellowlegs,22.74,Tringa totanus,Common Redshank,7.83,Tringa glareola,Wood Sandpiper,4.68,Calidris himantopus,Stilt Sandpiper,2.36
4/31233024,Tringa glareola,Tringa glareola,Wood Sandpiper,62.56,Tringa flavipes,Lesser Yellowlegs,8.3,Tringa totanus,Common Redshank,5.44,Tringa incana,Wandering Tattler,4.45,Tringa melanoleuca,Greater Yellowlegs,3.15
9/31155569,Tringa glareola,Tringa glareola,Wood Sandpiper,66.17,Tringa flavipes,Lesser Yellowlegs,17.78,Tringa melanoleuca,Greater Yellowlegs,3.68,Tringa totanus,Common Redshank,2.44,Tringa solitaria,Solitary Sandpiper,1.48
8/31155568,Tringa glareola,Tringa flavipes,Lesser Yellowlegs,31.33,Tringa totanus,Common Redshank,28.35,Tringa melanoleuca,Greater Yellowlegs,21.97,Tringa glareola,Wood Sandpiper,4.3,Tringa solitaria,Solitary Sandpiper,4.3
9/31146379,Tringa glareola,Tringa glareola,Wood Sandpiper,73.2,Tringa flavipes,Lesser Yellowlegs,9.02,Tringa solitaria,Solitary Sandpiper,3.08,Tringa totanus,Common Redshank,1.73,Calidris melanotos,Pectoral Sandpiper,1.23
9/31145849,Tringa glareola,Tringa glareola,Wood Sandpiper,48.81,Tringa flavipes,Lesser Yellowlegs,21.02,Tringa melanoleuca,Greater Yellowlegs,5.27,Tringa nebularia,Common Greenshank,4.93,Tringa totanus,Common Redshank,3.46
4/31145824,Tringa glareola,Tringa flavipes,Lesser Yellowlegs,31.71,Tringa totanus,Common Redshank,21.62,Tringa glareola,Wood Sandpiper,16.95,Tringa solitaria,Solitary Sandpiper,5.61,Tringa melanoleuca,Greater Yellowlegs,5.08
7/31148837,Tringa glareola,Calidris pugnax,Ruff,29.23,Calidris melanotos,Pectoral Sandpiper,16.56,Calidris himantopus,Stilt Sandpiper,14.92,Tringa glareola,Wood Sandpiper,3.38,Tringa flavipes,Lesser Yellowlegs,3.29
6/31148836,Tringa glareola,Tringa flavipes,Lesser Yellowlegs,31.0,Tringa glareola,Wood Sandpiper,18.03,Tringa solitaria,Solitary Sandpiper,13.51,Tringa melanoleuca,Greater Yellowlegs,5.76,Calidris minutilla,Least Sandpiper,2.93
5/31148835,Tringa glareola,Tringa glareola,Wood Sandpiper,49.75,Tringa flavipes,Lesser Yellowlegs,7.54,Tringa solitaria,Solitary Sandpiper,5.38,Tringa nebularia,Common Greenshank,4.8,Calidris himantopus,Stilt Sandpiper,4.05
4/31148834,Tringa glareola,Calidris pugnax,Ruff,34.81,Calidris himantopus,Stilt Sandpiper,10.47,Tringa glareola,Wood Sandpiper,3.76,Calidris mauri,Western Sandpiper,3.67,Phalaropus tricolor,Wilson's Phalarope,3.64
9/31133009,Tringa glareola,Tringa glareola,Wood Sandpiper,71.22,Tringa flavipes,Lesser Yellowlegs,6.03,Calidris himantopus,Stilt Sandpiper,3.99,Tringa solitaria,Solitary Sandpiper,2.53,Calidris melanotos,Pectoral Sandpiper,1.93
4/31132974,Tringa glareola,Calidris melanotos,Pectoral Sandpiper,17.74,Tringa glareola,Wood Sandpiper,10.32,Tringa flavipes,Lesser Yellowlegs,9.29,Limnodromus griseus,Short billed Dowitcher,8.29,Tringa totanus,Common Redshank,6.25
4/31130894,Tringa glareola,Tringa flavipes,Lesser Yellowlegs,30.96,Tringa glareola,Wood Sandpiper,28.11,Tringa melanoleuca,Greater Yellowlegs,13.07,Tringa solitaria,Solitary Sandpiper,4.2,Tringa nebularia,Common Greenshank,3.06
3/31130893,Tringa glareola,Tringa glareola,Wood Sandpiper,29.87,Tringa flavipes,Lesser Yellowlegs,28.4,Tringa solitaria,Solitary Sandpiper,7.69,Tringa melanoleuca,Greater Yellowlegs,4.06,Tringa totanus,Common Redshank,2.93
2/32676142,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,64.06,Arenaria melanocephala,Black Turnstone,19.22,Calidris virgata,Surfbird,1.22,Calidris maritima,Purple Sandpiper,0.64,Calidris alba,Sanderling,0.4
3/32671263,Arenaria interpres,Mergus merganser,Common Merganser,5.55,Aythya marila,Greater Scaup,3.79,Calidris maritima,Purple Sandpiper,3.65,Histrionicus histrionicus,Harlequin Duck,3.19,Clangula hyemalis,Long tailed Duck,2.61
2/32671262,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,31.87,Arenaria melanocephala,Black Turnstone,27.92,Gavia pacifica,Pacific Loon,3.12,Uria aalge,Common Murre,2.48,Gavia immer,Common Loon,2.09
0/32670070,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,62.08,Arenaria melanocephala,Black Turnstone,25.09,Actitis hypoleucos,Common Sandpiper,4.8,Actitis macularius,Spotted Sandpiper,0.84,Haematopus palliatus,American Oystercatcher,0.45
4/32670024,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,79.91,Arenaria melanocephala,Black Turnstone,15.18,Calidris minutilla,Least Sandpiper,0.26,Calidris maritima,Purple Sandpiper,0.22,Calidris alba,Sanderling,0.11
4/32668484,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,76.47,Arenaria melanocephala,Black Turnstone,19.72,Haematopus ostralegus,Eurasian Oystercatcher,0.25,Vanellus vanellus,Northern Lapwing,0.23,Vanellus chilensis,Southern Lapwing,0.12
4/32667834,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,67.12,Arenaria melanocephala,Black Turnstone,28.59,Calidris maritima,Purple Sandpiper,0.24,Calidris virgata,Surfbird,0.21,Calidris alba,Sanderling,0.12
7/32673717,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,73.31,Arenaria melanocephala,Black Turnstone,22.5,Pluvialis squatarola,Black bellied Plover,0.21,Calidris virgata,Surfbird,0.15,Calidris minutilla,Least Sandpiper,0.08
3/32672223,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,88.14,Arenaria melanocephala,Black Turnstone,9.8,Calidris maritima,Purple Sandpiper,0.16,Calidris minutilla,Least Sandpiper,0.12,Calidris virgata,Surfbird,0.08
9/32669669,Arenaria interpres,Arenaria melanocephala,Black Turnstone,79.04,Arenaria interpres,Ruddy Turnstone,17.98,Calidris virgata,Surfbird,0.5,Calidris maritima,Purple Sandpiper,0.13,Calidris minutilla,Least Sandpiper,0.13
8/32669668,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,75.75,Arenaria melanocephala,Black Turnstone,21.67,Calidris minutilla,Least Sandpiper,0.25,Calidris maritima,Purple Sandpiper,0.16,Calidris alba,Sanderling,0.11
7/32669667,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,93.77,Arenaria melanocephala,Black Turnstone,4.94,Calidris minutilla,Least Sandpiper,0.05,Calidris pugnax,Ruff,0.05,Calidris virgata,Surfbird,0.04
6/32669666,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,76.82,Arenaria melanocephala,Black Turnstone,20.98,Calidris alba,Sanderling,0.32,Calidris minutilla,Least Sandpiper,0.1,Calidris virgata,Surfbird,0.1
5/32669665,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,63.53,Arenaria melanocephala,Black Turnstone,32.97,Calidris virgata,Surfbird,0.28,Calidris minutilla,Least Sandpiper,0.19,Calidris alba,Sanderling,0.15
7/32667377,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,62.03,Arenaria melanocephala,Black Turnstone,35.68,Haematopus palliatus,American Oystercatcher,0.15,Calidris alba,Sanderling,0.13,Calidris virgata,Surfbird,0.08
8/32660028,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,25.61,Arenaria melanocephala,Black Turnstone,18.9,Calidris maritima,Purple Sandpiper,17.12,Calidris virgata,Surfbird,5.74,Tringa incana,Wandering Tattler,1.77
6/32657576,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,59.97,Arenaria melanocephala,Black Turnstone,34.9,Calidris maritima,Purple Sandpiper,0.26,Calidris virgata,Surfbird,0.22,Haematopus ostralegus,Eurasian Oystercatcher,0.17
5/32657545,Arenaria interpres,Arenaria melanocephala,Black Turnstone,50.09,Arenaria interpres,Ruddy Turnstone,46.86,Calidris virgata,Surfbird,0.3,Calidris alba,Sanderling,0.06,Haematopus ostralegus,Eurasian Oystercatcher,0.06
8/32657448,Arenaria interpres,Arenaria melanocephala,Black Turnstone,49.22,Arenaria interpres,Ruddy Turnstone,46.12,Calidris virgata,Surfbird,0.63,Haematopus ostralegus,Eurasian Oystercatcher,0.37,Calidris maritima,Purple Sandpiper,0.15
3/32656423,Arenaria interpres,Fratercula arctica,Atlantic Puffin,26.02,Anser albifrons,Greater White fronted Goose,16.49,Haematopus finschi,South Island Oystercatcher,6.78,Arenaria interpres,Ruddy Turnstone,4.92,Haematopus ostralegus,Eurasian Oystercatcher,3.84
1/32655791,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,90.97,Arenaria melanocephala,Black Turnstone,5.88,Charadrius hiaticula,Common Ringed Plover,0.21,Calidris minutilla,Least Sandpiper,0.11,Calidris virgata,Surfbird,0.1
5/32653955,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,75.7,Arenaria melanocephala,Black Turnstone,21.79,Calidris virgata,Surfbird,0.6,Calidris minutilla,Least Sandpiper,0.16,Calidris maritima,Purple Sandpiper,0.14
2/32653842,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,94.93,Arenaria melanocephala,Black Turnstone,4.02,Calidris maritima,Purple Sandpiper,0.03,Calidris pugnax,Ruff,0.03,Haematopus ostralegus,Eurasian Oystercatcher,0.02
3/32653493,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,81.44,Arenaria melanocephala,Black Turnstone,13.63,Calidris maritima,Purple Sandpiper,0.55,Calidris virgata,Surfbird,0.24,Haematopus ostralegus,Eurasian Oystercatcher,0.14
4/31517424,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,28.44,Phalaropus tricolor,Wilson's Phalarope,27.52,Himantopus himantopus,Black winged Stilt,19.57,Phalaropus fulicarius,Red Phalarope,4.87,Himantopus mexicanus,Black necked Stilt,2.6
9/31607589,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,67.83,Phalaropus tricolor,Wilson's Phalarope,13.69,Phalaropus fulicarius,Red Phalarope,8.58,Himantopus mexicanus,Black necked Stilt,0.69,Himantopus himantopus,Black winged Stilt,0.36
8/31607588,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,83.35,Phalaropus tricolor,Wilson's Phalarope,5.48,Phalaropus fulicarius,Red Phalarope,4.52,Himantopus himantopus,Black winged Stilt,0.25,Himantopus mexicanus,Black necked Stilt,0.15
7/31607587,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,84.99,Phalaropus fulicarius,Red Phalarope,7.31,Phalaropus tricolor,Wilson's Phalarope,3.51,Chlidonias niger,Black Tern,0.1,Recurvirostra avosetta,Pied Avocet,0.09
8/31488088,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,81.8,Phalaropus fulicarius,Red Phalarope,8.77,Phalaropus tricolor,Wilson's Phalarope,4.78,Recurvirostra avosetta,Pied Avocet,0.1,Recurvirostra americana,American Avocet,0.09
1/31664211,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,86.75,Phalaropus tricolor,Wilson's Phalarope,6.95,Phalaropus fulicarius,Red Phalarope,2.55,Recurvirostra avosetta,Pied Avocet,0.21,Recurvirostra americana,American Avocet,0.14
2/31590412,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,94.74,Phalaropus tricolor,Wilson's Phalarope,2.04,Phalaropus fulicarius,Red Phalarope,1.18,Recurvirostra avosetta,Pied Avocet,0.1,Recurvirostra americana,American Avocet,0.05
1/31590411,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,93.72,Phalaropus fulicarius,Red Phalarope,2.2,Phalaropus tricolor,Wilson's Phalarope,1.91,Recurvirostra avosetta,Pied Avocet,0.07,Calidris maritima,Purple Sandpiper,0.06
0/31590410,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,89.64,Phalaropus fulicarius,Red Phalarope,4.52,Phalaropus tricolor,Wilson's Phalarope,3.17,Recurvirostra avosetta,Pied Avocet,0.1,Tringa glareola,Wood Sandpiper,0.06
9/31590409,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,88.26,Phalaropus tricolor,Wilson's Phalarope,7.66,Phalaropus fulicarius,Red Phalarope,2.03,Recurvirostra avosetta,Pied Avocet,0.12,Recurvirostra americana,American Avocet,0.04
2/31501772,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,82.75,Phalaropus fulicarius,Red Phalarope,6.21,Phalaropus tricolor,Wilson's Phalarope,3.68,Himantopus himantopus,Black winged Stilt,0.18,Recurvirostra avosetta,Pied Avocet,0.17
