ID,Scientific
3/32585993,Corvus frugilegus
2/32585992,Corvus frugilegus
4/32589494,Corvus frugilegus
3/32589493,Corvus frugilegus
2/32589492,Corvus frugilegus
8/32567758,Corvus frugilegus
6/32567756,Corvus frugilegus
4/32567904,Corvus frugilegus
8/32552118,Corvus frugilegus
5/32561085,Corvus frugilegus
3/32552093,Corvus frugilegus
7/32665617,Corvus corone
0/32660500,Corvus corone
6/32658916,Corvus corone
8/32658698,Corvus corone
8/32654868,Corvus corone
1/32649941,Corvus corone
5/32667275,Corvus corone
8/32640578,Corvus corone
8/32636408,Corvus corone
3/32636393,Corvus corone
9/32638989,Corvus corone
8/32638988,Corvus corone
1/32639131,Corvus corone
8/32668618,Corvus corone
7/32668617,Corvus corone
6/32649526,Corvus corone
6/32637576,Corvus corone
9/32637299,Corvus corone
5/32633025,Corvus corone
6/32630306,Corvus corone
3/32627023,Corvus corone
9/32635109,Corvus corone
8/32635108,Corvus corone
0/32623910,Corvus corone
0/32677080,Corvus cornix
4/32676894,Corvus cornix
3/32676893,Corvus cornix
2/32676892,Corvus cornix
7/32671277,Corvus cornix
6/32671276,Corvus cornix
9/32657309,Corvus cornix
8/32657308,Corvus cornix
6/32651696,Corvus cornix
3/32637123,Corvus cornix
3/32633233,Corvus cornix
2/32635122,Corvus cornix
1/32635121,Corvus cornix
7/32623167,Corvus cornix
3/32621673,Corvus cornix
5/32610765,Corvus cornix
4/32610764,Corvus cornix
8/32595838,Corvus cornix
5/32595835,Corvus cornix
5/32581835,Corvus cornix
8/32579778,Corvus cornix
5/32553855,Corvus cornix
4/32553854,Corvus cornix
2/32550782,Corvus cornix
0/32668560,Corvus corax
9/32668559,Corvus corax
8/32668558,Corvus corax
8/32668198,Corvus corax
7/32668197,Corvus corax
7/32662047,Corvus corax
6/32662046,Corvus corax
1/32651161,Corvus corax
0/32651160,Corvus corax
7/32650847,Corvus corax
2/32669222,Corvus corax
7/32638497,Corvus corax
6/32638496,Corvus corax
3/32638473,Corvus corax
3/32642413,Corvus corax
2/32642412,Corvus corax
1/32642411,Corvus corax
2/32632202,Corvus corax
6/32614906,Corvus corax
5/32614905,Corvus corax
4/32614904,Corvus corax
3/32614903,Corvus corax
5/32604175,Corvus corax
7/32586857,Corvus corax
0/32670500,Sturnus vulgaris
6/32669676,Sturnus vulgaris
3/32669433,Sturnus vulgaris
6/32668966,Sturnus vulgaris
6/32670306,Sturnus vulgaris
5/32670305,Sturnus vulgaris
6/32669726,Sturnus vulgaris
9/32667529,Sturnus vulgaris
0/32665670,Sturnus vulgaris
1/32665611,Sturnus vulgaris
0/32665610,Sturnus vulgaris
5/32667425,Sturnus vulgaris
3/32662053,Sturnus vulgaris
3/32661843,Sturnus vulgaris
7/32653727,Sturnus vulgaris
8/32653468,Sturnus vulgaris
7/32653467,Sturnus vulgaris
6/32653466,Sturnus vulgaris
5/32653465,Sturnus vulgaris
8/32651958,Sturnus vulgaris
1/32651041,Sturnus vulgaris
9/32649809,Sturnus vulgaris
1/32666931,Sturnus vulgaris
9/32665479,Sturnus vulgaris
9/32668979,Passer domesticus
8/32668978,Passer domesticus
7/32668977,Passer domesticus
0/32672210,Passer domesticus
8/32667518,Passer domesticus
7/32667517,Passer domesticus
9/32665669,Passer domesticus
8/32665668,Passer domesticus
7/32665667,Passer domesticus
9/32658569,Passer domesticus
8/32658568,Passer domesticus
7/32658567,Passer domesticus
6/32658566,Passer domesticus
5/32658565,Passer domesticus
3/32661643,Passer domesticus
2/32652852,Passer domesticus
6/32651726,Passer domesticus
0/32651700,Passer domesticus
7/32645197,Passer domesticus
3/32640483,Passer domesticus
2/32640482,Passer domesticus
9/32640439,Passer domesticus
8/32640438,Passer domesticus
6/32630926,Passer domesticus
0/32676620,Passer montanus
5/32664645,Passer montanus
4/32664644,Passer montanus
6/32659666,Passer montanus
8/32659148,Passer montanus
7/32659147,Passer montanus
6/32659146,Passer montanus
2/32651732,Passer montanus
0/32656550,Passer montanus
1/32643011,Passer montanus
5/32635785,Passer montanus
0/32624380,Passer montanus
2/32623832,Passer montanus
1/32623831,Passer montanus
1/32622121,Passer montanus
8/32631968,Passer montanus
0/32617130,Passer montanus
0/32618450,Passer montanus
7/32584577,Passer montanus
9/32573599,Passer montanus
8/32565668,Passer montanus
8/32549898,Passer montanus
3/32586563,Passer montanus
2/32586562,Passer montanus
4/32676014,Fringilla coelebs
3/32676013,Fringilla coelebs
2/32676012,Fringilla coelebs
9/32669749,Fringilla coelebs
3/32669733,Fringilla coelebs
0/32669700,Fringilla coelebs
9/32669579,Fringilla coelebs
8/32668378,Fringilla coelebs
4/32665744,Fringilla coelebs
1/32665651,Fringilla coelebs
3/32661863,Fringilla coelebs
1/32660021,Fringilla coelebs
0/32658790,Fringilla coelebs
0/32657590,Fringilla coelebs
5/32656045,Fringilla coelebs
4/32656024,Fringilla coelebs
2/32655202,Fringilla coelebs
7/32654857,Fringilla coelebs
0/32654850,Fringilla coelebs
9/32654059,Fringilla coelebs
1/32661331,Fringilla coelebs
0/32653220,Fringilla coelebs
1/32652361,Fringilla coelebs
3/32651773,Fringilla coelebs
1/32668511,Fringilla montifringilla
4/32667184,Fringilla montifringilla
4/32661254,Fringilla montifringilla
4/32658154,Fringilla montifringilla
2/32658152,Fringilla montifringilla
1/32658151,Fringilla montifringilla
0/32658150,Fringilla montifringilla
1/32654841,Fringilla montifringilla
3/32652793,Fringilla montifringilla
2/32650052,Fringilla montifringilla
0/32647590,Fringilla montifringilla
9/32647589,Fringilla montifringilla
4/32647564,Fringilla montifringilla
5/32651915,Fringilla montifringilla
0/32637410,Fringilla montifringilla
7/32637157,Fringilla montifringilla
5/32631325,Fringilla montifringilla
5/32627425,Fringilla montifringilla
8/32624928,Fringilla montifringilla
8/32620718,Fringilla montifringilla
1/32613351,Fringilla montifringilla
0/32613350,Fringilla montifringilla
2/32605992,Fringilla montifringilla
1/32605991,Fringilla montifringilla
2/32644662,Serinus serinus
8/32645928,Serinus serinus
1/32642381,Serinus serinus
0/32659670,Serinus serinus
1/32659661,Serinus serinus
4/32659654,Serinus serinus
3/32626253,Serinus serinus
8/32631988,Serinus serinus
7/32631987,Serinus serinus
6/32631986,Serinus serinus
5/32631985,Serinus serinus
2/32614442,Serinus serinus
1/32614441,Serinus serinus
0/32614440,Serinus serinus
9/32614439,Serinus serinus
3/32614213,Serinus serinus
2/32614212,Serinus serinus
1/32614211,Serinus serinus
0/32614210,Serinus serinus
9/32614209,Serinus serinus
8/32621258,Serinus serinus
9/32607349,Serinus serinus
8/32607348,Serinus serinus
7/32607347,Serinus serinus
3/32670973,Chloris chloris
2/32670972,Chloris chloris
1/32670971,Chloris chloris
2/32664702,Chloris chloris
5/32662425,Chloris chloris
8/32657288,Chloris chloris
0/32657130,Chloris chloris
9/32657129,Chloris chloris
8/32657128,Chloris chloris
7/32656187,Chloris chloris
1/32654371,Chloris chloris
8/32653598,Chloris chloris
1/32653181,Chloris chloris
1/32651701,Chloris chloris
6/32649756,Chloris chloris
3/32648463,Chloris chloris
2/32648462,Chloris chloris
1/32648461,Chloris chloris
4/32646894,Chloris chloris
2/32639772,Chloris chloris
8/32638738,Chloris chloris
9/32639139,Chloris chloris
8/32639138,Chloris chloris
5/32636275,Chloris chloris
0/32677350,Carduelis carduelis
4/32676994,Carduelis carduelis
3/32676993,Carduelis carduelis
4/32671224,Carduelis carduelis
0/32670620,Carduelis carduelis
9/32670619,Carduelis carduelis
7/32670617,Carduelis carduelis
5/32670615,Carduelis carduelis
1/32670381,Carduelis carduelis
6/32669396,Carduelis carduelis
5/32669395,Carduelis carduelis
4/32669394,Carduelis carduelis
3/32669393,Carduelis carduelis
2/32669392,Carduelis carduelis
0/32666730,Carduelis carduelis
4/32665484,Carduelis carduelis
3/32665483,Carduelis carduelis
0/32665380,Carduelis carduelis
9/32665379,Carduelis carduelis
0/32663850,Carduelis carduelis
3/32663713,Carduelis carduelis
8/32663388,Carduelis carduelis
7/32662267,Carduelis carduelis
3/32659003,Carduelis carduelis
5/32669965,Spinus spinus
5/32669945,Spinus spinus
2/32669942,Spinus spinus
2/32668482,Spinus spinus
9/32658859,Spinus spinus
7/32657047,Spinus spinus
4/32657024,Spinus spinus
5/32656565,Spinus spinus
5/32655875,Spinus spinus
3/32652843,Spinus spinus
2/32652842,Spinus spinus
1/32652841,Spinus spinus
3/32651713,Spinus spinus
1/32651431,Spinus spinus
1/32655011,Spinus spinus
9/32655009,Spinus spinus
4/32647934,Spinus spinus
4/32642044,Spinus spinus
0/32636860,Spinus spinus
1/32636231,Spinus spinus
0/32636230,Spinus spinus
5/32633745,Spinus spinus
0/32628640,Spinus spinus
9/32628639,Spinus spinus
2/32658882,Loxia curvirostra
5/32421925,Loxia curvirostra
5/32409895,Loxia curvirostra
3/32332643,Loxia curvirostra
2/32332642,Loxia curvirostra
7/32332317,Loxia curvirostra
2/32332112,Loxia curvirostra
1/32332111,Loxia curvirostra
0/32332110,Loxia curvirostra
9/32332109,Loxia curvirostra
8/32332108,Loxia curvirostra
1/32302351,Loxia curvirostra
1/32180591,Loxia curvirostra
2/32130082,Loxia curvirostra
1/32130081,Loxia curvirostra
0/32130080,Loxia curvirostra
9/32130079,Loxia curvirostra
2/32130062,Loxia curvirostra
7/32104857,Loxia curvirostra
8/32104118,Loxia curvirostra
3/32152073,Loxia curvirostra
3/32020803,Loxia curvirostra
9/31987709,Loxia curvirostra
8/31987708,Loxia curvirostra
0/32670020,Pyrrhula pyrrhula
9/32670019,Pyrrhula pyrrhula
6/32668856,Pyrrhula pyrrhula
3/32674733,Pyrrhula pyrrhula
9/32663829,Pyrrhula pyrrhula
9/32659829,Pyrrhula pyrrhula
8/32659828,Pyrrhula pyrrhula
7/32659807,Pyrrhula pyrrhula
6/32659806,Pyrrhula pyrrhula
8/32656308,Pyrrhula pyrrhula
3/32655233,Pyrrhula pyrrhula
2/32655232,Pyrrhula pyrrhula
8/32654548,Pyrrhula pyrrhula
0/32672040,Pyrrhula pyrrhula
7/32669517,Pyrrhula pyrrhula
6/32669516,Pyrrhula pyrrhula
3/32649573,Pyrrhula pyrrhula
1/32647201,Pyrrhula pyrrhula
4/32643684,Pyrrhula pyrrhula
3/32643683,Pyrrhula pyrrhula
2/32643682,Pyrrhula pyrrhula
4/32637294,Pyrrhula pyrrhula
9/32642929,Pyrrhula pyrrhula
7/32635017,Pyrrhula pyrrhula
0/32677220,Coccothraustes coccothraustes
4/32663434,Coccothraustes coccothraustes
3/32663433,Coccothraustes coccothraustes
2/32655942,Coccothraustes coccothraustes
1/32655941,Coccothraustes coccothraustes
0/32655940,Coccothraustes coccothraustes
9/32652689,Coccothraustes coccothraustes
8/32654038,Coccothraustes coccothraustes
5/32650325,Coccothraustes coccothraustes
2/32649772,Coccothraustes coccothraustes
1/32638981,Coccothraustes coccothraustes
7/32635487,Coccothraustes coccothraustes
5/32672095,Coccothraustes coccothraustes
4/32672094,Coccothraustes coccothraustes
8/32628958,Coccothraustes coccothraustes
3/32624713,Coccothraustes coccothraustes
2/32624712,Coccothraustes coccothraustes
4/32626714,Coccothraustes coccothraustes
3/32626713,Coccothraustes coccothraustes
3/32616793,Coccothraustes coccothraustes
2/32616792,Coccothraustes coccothraustes
5/32635765,Coccothraustes coccothraustes
4/32635764,Coccothraustes coccothraustes
4/32628104,Coccothraustes coccothraustes
9/32676019,Emberiza citrinella
8/32676018,Emberiza citrinella
9/32671779,Emberiza citrinella
6/32665366,Emberiza citrinella
5/32665365,Emberiza citrinella
4/32665364,Emberiza citrinella
1/32659351,Emberiza citrinella
6/32639636,Emberiza citrinella
5/32639635,Emberiza citrinella
4/32639634,Emberiza citrinella
3/32639633,Emberiza citrinella
2/32639632,Emberiza citrinella
6/32642426,Emberiza citrinella
5/32642425,Emberiza citrinella
0/32636080,Emberiza citrinella
0/32635950,Emberiza citrinella
7/32635927,Emberiza citrinella
0/32639010,Emberiza citrinella
9/32639009,Emberiza citrinella
8/32639008,Emberiza citrinella
5/32651535,Emberiza citrinella
4/32651534,Emberiza citrinella
3/32651533,Emberiza citrinella
3/32636233,Emberiza citrinella
5/32668525,Emberiza schoeniclus
1/32660281,Emberiza schoeniclus
3/32652303,Emberiza schoeniclus
8/32657718,Emberiza schoeniclus
9/32651329,Emberiza schoeniclus
8/32651328,Emberiza schoeniclus
8/32650928,Emberiza schoeniclus
7/32650927,Emberiza schoeniclus
4/32650924,Emberiza schoeniclus
3/32650923,Emberiza schoeniclus
0/32650890,Emberiza schoeniclus
9/32650889,Emberiza schoeniclus
8/32650888,Emberiza schoeniclus
7/32650887,Emberiza schoeniclus
6/32650886,Emberiza schoeniclus
5/32650885,Emberiza schoeniclus
9/32650819,Emberiza schoeniclus
8/32650818,Emberiza schoeniclus
4/32650814,Emberiza schoeniclus
3/32650813,Emberiza schoeniclus
9/32650789,Emberiza schoeniclus
8/32650788,Emberiza schoeniclus
7/32650787,Emberiza schoeniclus
4/32650784,Emberiza schoeniclus
3/32667233,Emberiza calandra
5/32657815,Emberiza calandra
4/32657814,Emberiza calandra
3/32657813,Emberiza calandra
8/32658148,Emberiza calandra
5/32650455,Emberiza calandra
7/32648077,Emberiza calandra
6/32648076,Emberiza calandra
5/32648075,Emberiza calandra
4/32648074,Emberiza calandra
9/32671509,Emberiza calandra
5/32671495,Emberiza calandra
1/32671491,Emberiza calandra
3/32671483,Emberiza calandra
0/32671480,Emberiza calandra
8/32640828,Emberiza calandra
7/32640827,Emberiza calandra
5/32640825,Emberiza calandra
6/32635716,Emberiza calandra
2/32635692,Emberiza calandra
1/32635691,Emberiza calandra
9/32636619,Emberiza calandra
4/32651584,Emberiza calandra
3/32651583,Emberiza calandra
0/32672720,Gavia stellata
9/32669639,Gavia stellata
8/32669638,Gavia stellata
7/32669637,Gavia stellata
3/32659713,Gavia stellata
9/32658089,Gavia stellata
8/32660218,Gavia stellata
7/32660217,Gavia stellata
5/32660215,Gavia stellata
3/32656783,Gavia stellata
9/32654759,Gavia stellata
0/32652180,Gavia stellata
0/32642890,Gavia stellata
9/32642889,Gavia stellata
6/32629946,Gavia stellata
5/32627345,Gavia stellata
9/32625509,Gavia stellata
8/32625508,Gavia stellata
7/32625507,Gavia stellata
2/32614902,Gavia stellata
7/32614857,Gavia stellata
2/32612602,Gavia stellata
1/32612601,Gavia stellata
0/32612600,Gavia stellata
6/32669876,Gavia immer
3/32658113,Gavia immer
2/32658112,Gavia immer
1/32658111,Gavia immer
7/32656947,Gavia immer
6/32656946,Gavia immer
3/32655103,Gavia immer
2/32655102,Gavia immer
0/32655100,Gavia immer
9/32655099,Gavia immer
9/32657159,Gavia immer
8/32654198,Gavia immer
7/32654197,Gavia immer
9/32649899,Gavia immer
2/32650222,Gavia immer
1/32650221,Gavia immer
6/32647776,Gavia immer
5/32647775,Gavia immer
4/32647774,Gavia immer
3/32647773,Gavia immer
5/32646925,Gavia immer
4/32646924,Gavia immer
3/32646923,Gavia immer
2/32646922,Gavia immer
2/32626602,Podiceps auritus
1/32626601,Podiceps auritus
7/32608927,Podiceps auritus
5/32607065,Podiceps auritus
0/32590010,Podiceps auritus
9/32590009,Podiceps auritus
9/32583769,Podiceps auritus
8/32583768,Podiceps auritus
6/32589626,Podiceps auritus
8/32576248,Podiceps auritus
7/32576247,Podiceps auritus
8/32573358,Podiceps auritus
4/32571264,Podiceps auritus
5/32576685,Podiceps auritus
8/32571548,Podiceps auritus
6/32575746,Podiceps auritus
4/32571574,Podiceps auritus
3/32571573,Podiceps auritus
2/32571572,Podiceps auritus
4/32578504,Podiceps auritus
3/32578503,Podiceps auritus
2/32578502,Podiceps auritus
1/32578501,Podiceps auritus
0/32578500,Podiceps auritus
6/31545646,Fulmarus glacialis
8/31847348,Fulmarus glacialis
5/31119905,Fulmarus glacialis
4/31119904,Fulmarus glacialis
7/31119297,Fulmarus glacialis
6/30619276,Fulmarus glacialis
5/30619275,Fulmarus glacialis
3/30554873,Fulmarus glacialis
3/30371793,Fulmarus glacialis
3/30371783,Fulmarus glacialis
2/30371782,Fulmarus glacialis
1/30371781,Fulmarus glacialis
0/30371780,Fulmarus glacialis
9/30371779,Fulmarus glacialis
2/30326032,Fulmarus glacialis
6/30504876,Fulmarus glacialis
5/30504875,Fulmarus glacialis
4/30504874,Fulmarus glacialis
0/30422370,Fulmarus glacialis
8/30318148,Fulmarus glacialis
6/30318146,Fulmarus glacialis
3/30425633,Fulmarus glacialis
6/30326916,Fulmarus glacialis
3/30326903,Fulmarus glacialis
7/32672807,Morus bassanus
0/32671140,Morus bassanus
2/32669602,Morus bassanus
1/32669601,Morus bassanus
7/32661767,Morus bassanus
1/32660951,Morus bassanus
4/32671234,Morus bassanus
9/32655769,Morus bassanus
8/32655768,Morus bassanus
7/32655767,Morus bassanus
2/32655762,Morus bassanus
6/32654696,Morus bassanus
1/32654481,Morus bassanus
0/32654480,Morus bassanus
3/32661683,Morus bassanus
0/32652190,Morus bassanus
3/32653743,Morus bassanus
9/32643069,Morus bassanus
8/32643068,Morus bassanus
7/32643067,Morus bassanus
0/32642580,Morus bassanus
4/32642514,Morus bassanus
3/32642513,Morus bassanus
2/32642512,Morus bassanus
8/32672358,Bubulcus ibis
7/32672357,Bubulcus ibis
6/32672356,Bubulcus ibis
8/32671898,Bubulcus ibis
7/32671897,Bubulcus ibis
6/32671896,Bubulcus ibis
5/32671895,Bubulcus ibis
0/32669880,Bubulcus ibis
1/32669591,Bubulcus ibis
0/32669590,Bubulcus ibis
3/32669303,Bubulcus ibis
2/32669302,Bubulcus ibis
2/32662582,Bubulcus ibis
1/32662581,Bubulcus ibis
0/32657820,Bubulcus ibis
4/32666394,Bubulcus ibis
3/32666393,Bubulcus ibis
9/32651359,Bubulcus ibis
1/32653001,Bubulcus ibis
0/32653000,Bubulcus ibis
9/32652999,Bubulcus ibis
8/32652998,Bubulcus ibis
9/32649159,Bubulcus ibis
8/32649398,Bubulcus ibis
4/32666384,Plegadis falcinellus
3/32666383,Plegadis falcinellus
6/32659006,Plegadis falcinellus
6/32658616,Plegadis falcinellus
4/32657084,Plegadis falcinellus
2/32655292,Plegadis falcinellus
3/32653463,Plegadis falcinellus
0/32651740,Plegadis falcinellus
4/32665344,Plegadis falcinellus
3/32665343,Plegadis falcinellus
0/32652210,Plegadis falcinellus
0/32642700,Plegadis falcinellus
9/32642699,Plegadis falcinellus
8/32642698,Plegadis falcinellus
5/32641425,Plegadis falcinellus
4/32641424,Plegadis falcinellus
8/32641608,Plegadis falcinellus
1/32641421,Plegadis falcinellus
0/32641420,Plegadis falcinellus
3/32641263,Plegadis falcinellus
7/32640797,Plegadis falcinellus
6/32640796,Plegadis falcinellus
5/32640795,Plegadis falcinellus
4/32640794,Plegadis falcinellus
2/32669592,Cygnus cygnus
1/32669551,Cygnus cygnus
0/32669550,Cygnus cygnus
5/32669725,Cygnus cygnus
4/32669724,Cygnus cygnus
3/32669723,Cygnus cygnus
2/32669722,Cygnus cygnus
2/32667982,Cygnus cygnus
1/32667981,Cygnus cygnus
0/32667980,Cygnus cygnus
0/32667130,Cygnus cygnus
9/32667129,Cygnus cygnus
8/32667128,Cygnus cygnus
8/32667138,Cygnus cygnus
2/32663832,Cygnus cygnus
2/32661252,Cygnus cygnus
8/32660908,Cygnus cygnus
3/32659083,Cygnus cygnus
3/32661373,Cygnus cygnus
3/32657663,Cygnus cygnus
5/32659485,Cygnus cygnus
3/32651323,Cygnus cygnus
2/32651322,Cygnus cygnus
5/32650745,Cygnus cygnus
4/32671374,Aythya marila
3/32671373,Aythya marila
2/32661042,Aythya marila
3/32674863,Aythya marila
5/32667705,Aythya marila
4/32667704,Aythya marila
2/32667702,Aythya marila
1/32667701,Aythya marila
0/32667700,Aythya marila
9/32667719,Aythya marila
8/32667718,Aythya marila
7/32667717,Aythya marila
6/32667716,Aythya marila
5/32656555,Aythya marila
4/32636094,Aythya marila
5/32633215,Aythya marila
8/32625038,Aythya marila
9/32633229,Aythya marila
5/32596415,Aythya marila
9/32583789,Aythya marila
8/32583788,Aythya marila
7/32583787,Aythya marila
6/32583786,Aythya marila
5/32583785,Aythya marila
3/32671513,Clangula hyemalis
3/32668573,Clangula hyemalis
2/32668572,Clangula hyemalis
8/32669578,Clangula hyemalis
7/32669577,Clangula hyemalis
1/32666111,Clangula hyemalis
6/32659686,Clangula hyemalis
4/32652744,Clangula hyemalis
3/32652743,Clangula hyemalis
9/32650869,Clangula hyemalis
9/32661619,Clangula hyemalis
5/32661615,Clangula hyemalis
0/32655270,Clangula hyemalis
9/32655269,Clangula hyemalis
8/32655268,Clangula hyemalis
6/32650636,Clangula hyemalis
5/32650615,Clangula hyemalis
3/32648413,Clangula hyemalis
2/32648412,Clangula hyemalis
1/32648411,Clangula hyemalis
0/32648410,Clangula hyemalis
9/32648409,Clangula hyemalis
3/32646563,Clangula hyemalis
6/32646356,Clangula hyemalis
5/32661265,Melanitta fusca
7/32660207,Melanitta fusca
6/32660206,Melanitta fusca
0/32652990,Melanitta fusca
6/32657646,Melanitta fusca
4/32651414,Melanitta fusca
9/32646269,Melanitta fusca
0/32642090,Melanitta fusca
0/32638970,Melanitta fusca
2/32629272,Melanitta fusca
1/32629271,Melanitta fusca
6/32629196,Melanitta fusca
1/32615851,Melanitta fusca
8/32615838,Melanitta fusca
5/32615825,Melanitta fusca
6/32616276,Melanitta fusca
1/32616271,Melanitta fusca
5/32610355,Melanitta fusca
2/32608082,Melanitta fusca
1/32608081,Melanitta fusca
2/32607072,Melanitta fusca
4/32605454,Melanitta fusca
3/32605453,Melanitta fusca
2/32605452,Melanitta fusca
6/32676196,Mergus merganser
1/32676191,Mergus merganser
0/32676190,Mergus merganser
9/32676189,Mergus merganser
8/32672298,Mergus merganser
9/32672319,Mergus merganser
8/32672318,Mergus merganser
3/32671313,Mergus merganser
9/32671029,Mergus merganser
8/32670418,Mergus merganser
6/32670396,Mergus merganser
5/32669515,Mergus merganser
4/32669514,Mergus merganser
3/32667973,Mergus merganser
1/32668601,Mergus merganser
5/32669075,Mergus merganser
9/32664929,Mergus merganser
8/32664928,Mergus merganser
2/32664942,Mergus merganser
5/32663265,Mergus merganser
2/32663102,Mergus merganser
6/32662276,Mergus merganser
5/32662275,Mergus merganser
5/32661955,Mergus merganser
5/32671765,Buteo lagopus
7/32663627,Buteo lagopus
1/32644511,Buteo lagopus
5/32642095,Buteo lagopus
8/32638668,Buteo lagopus
8/32638658,Buteo lagopus
7/32638647,Buteo lagopus
1/32646101,Buteo lagopus
0/32646100,Buteo lagopus
9/32646099,Buteo lagopus
8/32646098,Buteo lagopus
1/32630301,Buteo lagopus
0/32630300,Buteo lagopus
9/32630299,Buteo lagopus
3/32630273,Buteo lagopus
2/32630272,Buteo lagopus
1/32630271,Buteo lagopus
4/32629234,Buteo lagopus
3/32629233,Buteo lagopus
4/32629194,Buteo lagopus
3/32629193,Buteo lagopus
2/32629192,Buteo lagopus
1/32629191,Buteo lagopus
7/32625917,Buteo lagopus
2/32111472,Pandion haliaetus
6/31991186,Pandion haliaetus
7/31987997,Pandion haliaetus
8/31961758,Pandion haliaetus
7/31960457,Pandion haliaetus
7/31967217,Pandion haliaetus
6/31967216,Pandion haliaetus
5/31945155,Pandion haliaetus
0/31914930,Pandion haliaetus
8/31914928,Pandion haliaetus
0/32449780,Pandion haliaetus
9/32449779,Pandion haliaetus
5/31906105,Pandion haliaetus
0/31896010,Pandion haliaetus
5/31895915,Pandion haliaetus
4/31895914,Pandion haliaetus
3/31895913,Pandion haliaetus
2/31895912,Pandion haliaetus
2/31904752,Pandion haliaetus
1/31875601,Pandion haliaetus
0/31875600,Pandion haliaetus
9/31875599,Pandion haliaetus
1/31897491,Pandion haliaetus
1/31881361,Pandion haliaetus
6/32659556,Falco columbarius
5/32659555,Falco columbarius
0/32659570,Falco columbarius
9/32659569,Falco columbarius
8/32659568,Falco columbarius
7/32656347,Falco columbarius
0/32642130,Falco columbarius
9/32642129,Falco columbarius
8/32642128,Falco columbarius
7/32642127,Falco columbarius
1/32642341,Falco columbarius
6/32611636,Falco columbarius
9/32611649,Falco columbarius
3/32611633,Falco columbarius
5/32595885,Falco columbarius
0/32595880,Falco columbarius
9/32595879,Falco columbarius
6/32572496,Falco columbarius
5/32572495,Falco columbarius
4/32572494,Falco columbarius
4/32554134,Falco columbarius
7/32554077,Falco columbarius
6/32554076,Falco columbarius
5/32554075,Falco columbarius
3/32672063,Pluvialis squatarola
6/32667386,Pluvialis squatarola
4/32663654,Pluvialis squatarola
4/32655774,Pluvialis squatarola
0/32651300,Pluvialis squatarola
9/32648449,Pluvialis squatarola
8/32648448,Pluvialis squatarola
2/32647332,Pluvialis squatarola
1/32647331,Pluvialis squatarola
0/32647330,Pluvialis squatarola
9/32647329,Pluvialis squatarola
8/32647328,Pluvialis squatarola
2/32643262,Pluvialis squatarola
7/32643277,Pluvialis squatarola
4/32640184,Pluvialis squatarola
4/32639884,Pluvialis squatarola
3/32622993,Pluvialis squatarola
5/32629885,Pluvialis squatarola
7/32620337,Pluvialis squatarola
1/32619281,Pluvialis squatarola
2/32601972,Pluvialis squatarola
6/32615396,Pluvialis squatarola
5/32587305,Pluvialis squatarola
5/32587295,Pluvialis squatarola
5/32664895,Calidris canutus
4/32653554,Calidris canutus
8/32663328,Calidris canutus
8/32645648,Calidris canutus
7/32643437,Calidris canutus
6/32643436,Calidris canutus
9/32637459,Calidris canutus
0/32625870,Calidris canutus
6/32624346,Calidris canutus
5/32624345,Calidris canutus
3/32613243,Calidris canutus
2/32613242,Calidris canutus
8/32596248,Calidris canutus
2/32603062,Calidris canutus
4/32573624,Calidris canutus
9/32570119,Calidris canutus
7/32570037,Calidris canutus
1/32569991,Calidris canutus
2/32567452,Calidris canutus
5/32567395,Calidris canutus
4/32567324,Calidris canutus
9/32566509,Calidris canutus
6/32566486,Calidris canutus
6/32593486,Calidris canutus
4/32670624,Calidris alba
9/32670029,Calidris alba
9/32669049,Calidris alba
8/32667828,Calidris alba
1/32673741,Calidris alba
8/32672218,Calidris alba
3/32669913,Calidris alba
2/32669912,Calidris alba
1/32669911,Calidris alba
0/32669910,Calidris alba
9/32666189,Calidris alba
4/32666174,Calidris alba
2/32665182,Calidris alba
9/32664609,Calidris alba
8/32664608,Calidris alba
7/32664607,Calidris alba
3/32662273,Calidris alba
2/32661982,Calidris alba
3/32661183,Calidris alba
2/32661182,Calidris alba
4/32661164,Calidris alba
2/32659892,Calidris alba
5/32659245,Calidris alba
5/32657705,Calidris alba
1/31862851,Calidris melanotos
7/31862677,Calidris melanotos
2/31853962,Calidris melanotos
1/31853961,Calidris melanotos
2/31846452,Calidris melanotos
0/31845310,Calidris melanotos
9/31845309,Calidris melanotos
8/31845308,Calidris melanotos
2/31843122,Calidris melanotos
1/31843121,Calidris melanotos
3/31842973,Calidris melanotos
6/31841196,Calidris melanotos
5/31841195,Calidris melanotos
4/31841194,Calidris melanotos
3/31841193,Calidris melanotos
5/31837925,Calidris melanotos
4/31837924,Calidris melanotos
4/31837254,Calidris melanotos
3/31837253,Calidris melanotos
2/31837252,Calidris melanotos
1/31827091,Calidris melanotos
2/31827032,Calidris melanotos
0/31827030,Calidris melanotos
9/31827029,Calidris melanotos
5/32079615,Calidris ferruginea
4/31866604,Calidris ferruginea
9/31844919,Calidris ferruginea
8/31616528,Calidris ferruginea
2/31732552,Calidris ferruginea
4/31408334,Calidris ferruginea
6/31424366,Calidris ferruginea
3/31240843,Calidris ferruginea
4/31231274,Calidris ferruginea
3/31887343,Calidris ferruginea
6/31222136,Calidris ferruginea
2/31215522,Calidris ferruginea
5/31204685,Calidris ferruginea
7/31193067,Calidris ferruginea
4/31158034,Calidris ferruginea
9/31147039,Calidris ferruginea
8/31147038,Calidris ferruginea
